scenario_id,has_lesion,lesion_size_mm,lesion_x,lesion_y,lesion_z,epsilon_variation,sigma_variation,coupling_thickness,noise_level,split,group,size_bucket,region,shape,epsilon_anomaly_variation,sigma_anomaly_variation,head_scale,head_rotation_deg,analysis_profile
185,0,0.0,0.0,0.0,0.0,-7.3889,0.3009,0.02,low,train,N2_property_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
186,0,0.0,0.0,0.0,0.0,0.854,3.5096,0.02,high,train,N2_property_variation,none,none,none,0.0,0.0,0.9500,0.0000,varied
187,0,0.0,0.0,0.0,0.0,-1.5992,0.9981,0.02,medium,train,N2_property_variation,none,none,none,0.0,0.0,1.1000,-5.0000,varied
188,0,0.0,0.0,0.0,0.0,0.2396,5.7938,0.02,high,train,N2_property_variation,none,none,none,0.0,0.0,1.0000,15.0000,varied
189,0,0.0,0.0,0.0,0.0,-1.5458,-2.442,0.02,high,val,N2_property_variation,none,none,none,0.0,0.0,1.1000,-15.0000,varied
190,0,0.0,0.0,0.0,0.0,4.9026,2.5437,0.02,low,test,N2_property_variation,none,none,none,0.0,0.0,1.0000,10.0000,varied
191,0,0.0,0.0,0.0,0.0,0.8322,-4.8898,0.02,high,train,N2_property_variation,none,none,none,0.0,0.0,1.1000,0.0000,varied
192,0,0.0,0.0,0.0,0.0,5.146,-2.6812,0.02,medium,train,N2_property_variation,none,none,none,0.0,0.0,0.9500,5.0000,varied
193,0,0.0,0.0,0.0,0.0,-1.9602,3.2627,0.02,high,train,N2_property_variation,none,none,none,0.0,0.0,0.9000,10.0000,varied
194,0,0.0,0.0,0.0,0.0,9.354,4.3707,0.02,low,train,N2_property_variation,none,none,none,0.0,0.0,0.9000,10.0000,varied
195,0,0.0,0.0,0.0,0.0,7.7466,-8.0366,0.02,high,train,N2_property_variation,none,none,none,0.0,0.0,1.0500,5.0000,varied
196,0,0.0,0.0,0.0,0.0,3.7902,1.5595,0.02,high,val,N2_property_variation,none,none,none,0.0,0.0,0.9500,15.0000,varied
197,0,0.0,0.0,0.0,0.0,7.3581,5.6941,0.02,medium,test,N2_property_variation,none,none,none,0.0,0.0,1.0500,15.0000,varied
198,0,0.0,0.0,0.0,0.0,2.196,9.1782,0.02,low,train,N2_property_variation,none,none,none,0.0,0.0,0.9000,0.0000,varied
199,0,0.0,0.0,0.0,0.0,3.0958,9.6408,0.02,high,train,N2_property_variation,none,none,none,0.0,0.0,1.0500,10.0000,varied
200,0,0.0,0.0,0.0,0.0,8.9526,-5.4691,0.02,low,train,N2_property_variation,none,none,none,0.0,0.0,0.9000,-5.0000,varied
201,0,0.0,0.0,0.0,0.0,-3.861,2.4788,0.0262,medium,val,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-10.0000,varied
202,0,0.0,0.0,0.0,0.0,-2.7579,-2.3595,0.0299,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,15.0000,varied
203,0,0.0,0.0,0.0,0.0,3.479,-3.1106,0.0225,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,15.0000,varied
204,0,0.0,0.0,0.0,0.0,4.3056,-1.188,0.03,medium,val,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,10.0000,varied
205,0,0.0,0.0,0.0,0.0,4.6026,0.6094,0.0264,low,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,-5.0000,varied
206,0,0.0,0.0,0.0,0.0,-0.7268,-0.1511,0.0216,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
207,0,0.0,0.0,0.0,0.0,0.0296,-1.3398,0.0172,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,-5.0000,varied
208,0,0.0,0.0,0.0,0.0,-3.8909,3.0797,0.0292,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
209,0,0.0,0.0,0.0,0.0,3.4328,-1.6188,0.0225,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,5.0000,varied
210,0,0.0,0.0,0.0,0.0,-4.0008,-1.9715,0.0201,medium,val,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-15.0000,varied
211,0,0.0,0.0,0.0,0.0,2.8137,1.9283,0.0106,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,5.0000,varied
212,0,0.0,0.0,0.0,0.0,-2.671,4.1169,0.0102,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,-10.0000,varied
213,0,0.0,0.0,0.0,0.0,-2.8157,4.1905,0.022,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
214,0,0.0,0.0,0.0,0.0,-4.5176,-1.4428,0.0181,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,15.0000,varied
215,0,0.0,0.0,0.0,0.0,-3.4608,-0.1043,0.0142,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
216,0,0.0,0.0,0.0,0.0,-4.6441,2.7964,0.0142,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,-15.0000,varied
217,0,0.0,0.0,0.0,0.0,-3.9634,2.9342,0.0222,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,10.0000,varied
218,0,0.0,0.0,0.0,0.0,-1.6575,-3.5112,0.026,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
219,0,0.0,0.0,0.0,0.0,-4.8651,-2.2383,0.0154,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,0.0000,varied
220,0,0.0,0.0,0.0,0.0,-1.3985,-1.2635,0.0146,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
221,0,0.0,0.0,0.0,0.0,0.4657,4.6431,0.0177,medium,test,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-5.0000,varied
222,0,0.0,0.0,0.0,0.0,0.2603,1.8532,0.0231,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
223,0,0.0,0.0,0.0,0.0,3.1539,2.8837,0.0242,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,5.0000,varied
224,0,0.0,0.0,0.0,0.0,-0.1856,-0.6295,0.0171,low,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,10.0000,varied
225,0,0.0,0.0,0.0,0.0,-2.0783,0.3516,0.0175,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
226,0,0.0,0.0,0.0,0.0,3.9496,-1.5517,0.0243,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,varied
227,0,0.0,0.0,0.0,0.0,-3.7253,0.8057,0.019,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-10.0000,varied
228,0,0.0,0.0,0.0,0.0,-0.7619,0.4174,0.0169,high,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,-15.0000,varied
229,0,0.0,0.0,0.0,0.0,-4.0298,2.3856,0.015,medium,val,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,5.0000,varied
230,0,0.0,0.0,0.0,0.0,1.31,3.823,0.0163,low,val,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
231,0,0.0,0.0,0.0,0.0,2.8149,0.8421,0.0163,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,5.0000,varied
232,0,0.0,0.0,0.0,0.0,-1.729,-1.5386,0.023,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,0.0000,varied
233,0,0.0,0.0,0.0,0.0,-3.5053,3.9222,0.028,medium,test,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,15.0000,varied
234,0,0.0,0.0,0.0,0.0,-4.6903,-2.4572,0.0294,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
235,0,0.0,0.0,0.0,0.0,4.3059,0.2271,0.0286,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,-15.0000,varied
236,0,0.0,0.0,0.0,0.0,-4.2213,3.1072,0.0266,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-15.0000,varied
237,0,0.0,0.0,0.0,0.0,4.8781,-2.6128,0.0264,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,-5.0000,varied
238,0,0.0,0.0,0.0,0.0,-4.3466,-2.3473,0.0289,low,val,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,5.0000,varied
239,0,0.0,0.0,0.0,0.0,-1.9017,-3.702,0.0254,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,10.0000,varied
240,0,0.0,0.0,0.0,0.0,-2.0649,-0.6962,0.0149,high,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,-15.0000,varied
241,0,0.0,0.0,0.0,0.0,1.1495,0.7831,0.01,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,5.0000,varied
242,0,0.0,0.0,0.0,0.0,1.8469,-4.448,0.0216,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,-10.0000,varied
243,0,0.0,0.0,0.0,0.0,-2.9236,2.8199,0.0169,high,test,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,10.0000,varied
244,0,0.0,0.0,0.0,0.0,-2.0932,-4.0072,0.0179,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
245,0,0.0,0.0,0.0,0.0,4.0685,-3.8747,0.0115,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,-15.0000,varied
246,0,0.0,0.0,0.0,0.0,-0.2035,4.1247,0.0218,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-5.0000,varied
247,0,0.0,0.0,0.0,0.0,-1.3382,4.0754,0.0117,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,15.0000,varied
248,0,0.0,0.0,0.0,0.0,1.9199,-0.1496,0.0214,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,0.0000,varied
249,0,0.0,0.0,0.0,0.0,0.1694,2.9942,0.0227,low,test,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,10.0000,varied
250,0,0.0,0.0,0.0,0.0,-2.8522,-2.2734,0.0224,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,5.0000,varied
251,0,0.0,0.0,0.0,0.0,1.3761,-3.9698,0.0116,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,varied
252,0,0.0,0.0,0.0,0.0,-4.9459,-0.6681,0.0202,high,test,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,15.0000,varied
253,0,0.0,0.0,0.0,0.0,-2.3794,1.8349,0.0202,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,-10.0000,varied
254,0,0.0,0.0,0.0,0.0,0.1206,1.4012,0.0196,high,test,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,-5.0000,varied
255,0,0.0,0.0,0.0,0.0,-0.3606,-2.7696,0.0106,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,10.0000,varied
256,0,0.0,0.0,0.0,0.0,-4.5422,0.8612,0.0117,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,-15.0000,varied
257,0,0.0,0.0,0.0,0.0,4.2983,3.0666,0.0248,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,-15.0000,varied
258,0,0.0,0.0,0.0,0.0,-4.1537,1.5793,0.0242,high,test,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,-10.0000,varied
259,0,0.0,0.0,0.0,0.0,1.9022,-3.9915,0.0275,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,0.0000,varied
260,0,0.0,0.0,0.0,0.0,-4.0339,-2.8242,0.0256,low,test,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
261,0,0.0,0.0,0.0,0.0,3.0094,-0.1419,0.0222,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-5.0000,varied
262,0,0.0,0.0,0.0,0.0,-1.0785,2.2061,0.0253,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,-10.0000,varied
263,0,0.0,0.0,0.0,0.0,0.7328,2.5787,0.0204,low,val,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
264,0,0.0,0.0,0.0,0.0,2.7647,-1.9578,0.0109,medium,val,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,15.0000,varied
265,0,0.0,0.0,0.0,0.0,0.2192,1.9353,0.0104,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,5.0000,varied
266,0,0.0,0.0,0.0,0.0,-4.2034,-4.9754,0.0185,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,15.0000,varied
267,0,0.0,0.0,0.0,0.0,-3.2337,1.1372,0.0286,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,-10.0000,varied
268,0,0.0,0.0,0.0,0.0,-3.5102,1.9522,0.0138,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-5.0000,varied
269,0,0.0,0.0,0.0,0.0,-2.4168,-3.6755,0.0264,medium,test,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,10.0000,varied
270,0,0.0,0.0,0.0,0.0,1.9412,3.0843,0.0281,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,15.0000,varied
271,0,0.0,0.0,0.0,0.0,1.3888,-1.6236,0.0227,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,varied
272,0,0.0,0.0,0.0,0.0,-2.5228,3.7857,0.0161,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,0.0000,varied
273,0,0.0,0.0,0.0,0.0,-4.2727,-4.3506,0.0101,high,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,5.0000,varied
274,0,0.0,0.0,0.0,0.0,-2.175,1.0075,0.0119,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
275,0,0.0,0.0,0.0,0.0,-0.6268,2.5597,0.0286,high,val,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,5.0000,varied
276,0,0.0,0.0,0.0,0.0,4.6378,4.7725,0.0102,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,-15.0000,varied
277,0,0.0,0.0,0.0,0.0,-0.1549,-1.7301,0.0231,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,-5.0000,varied
278,0,0.0,0.0,0.0,0.0,-3.0418,4.0723,0.0248,high,val,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,10.0000,varied
279,0,0.0,0.0,0.0,0.0,0.8579,-0.0685,0.0247,low,val,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,-10.0000,varied
280,0,0.0,0.0,0.0,0.0,-3.6674,-2.5573,0.0161,low,test,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,-10.0000,varied
281,0,0.0,0.0,0.0,0.0,-0.4556,-4.121,0.0159,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,5.0000,varied
282,0,0.0,0.0,0.0,0.0,-1.3157,-1.0828,0.016,low,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,-10.0000,varied
283,0,0.0,0.0,0.0,0.0,0.9742,-1.7338,0.0134,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,-15.0000,varied
284,0,0.0,0.0,0.0,0.0,3.4588,-3.9641,0.0276,low,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,0.0000,varied
285,0,0.0,0.0,0.0,0.0,-2.476,-4.4344,0.0213,high,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,-5.0000,varied
286,0,0.0,0.0,0.0,0.0,-3.5498,-2.6646,0.0161,high,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,5.0000,varied
287,0,0.0,0.0,0.0,0.0,-3.5551,2.1075,0.0254,low,val,N3_measurement_variation,none,none,none,0.0,0.0,1.1000,0.0000,varied
288,0,0.0,0.0,0.0,0.0,0.5327,2.1503,0.0104,high,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9000,-10.0000,varied
289,0,0.0,0.0,0.0,0.0,2.2713,0.2359,0.0243,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,10.0000,varied
290,0,0.0,0.0,0.0,0.0,-2.2659,-2.3754,0.0105,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,-5.0000,varied
291,0,0.0,0.0,0.0,0.0,-4.0168,1.7437,0.0183,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0500,0.0000,varied
292,0,0.0,0.0,0.0,0.0,-2.487,-1.2517,0.0196,high,val,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,varied
293,0,0.0,0.0,0.0,0.0,3.1574,1.8968,0.0173,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,15.0000,varied
294,0,0.0,0.0,0.0,0.0,1.6803,-3.6368,0.0113,low,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
295,0,0.0,0.0,0.0,0.0,1.2215,-1.6843,0.0194,medium,test,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-15.0000,varied
296,0,0.0,0.0,0.0,0.0,-1.9533,2.2358,0.0125,low,val,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
297,0,0.0,0.0,0.0,0.0,4.496,-4.4726,0.011,medium,train,N3_measurement_variation,none,none,none,0.0,0.0,0.9500,-15.0000,varied
298,0,0.0,0.0,0.0,0.0,1.877,0.7132,0.0144,high,train,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,5.0000,varied
299,0,0.0,0.0,0.0,0.0,-2.0045,-0.7852,0.0292,low,test,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,-15.0000,varied
300,0,0.0,0.0,0.0,0.0,-0.4888,-2.7898,0.0158,low,test,N3_measurement_variation,none,none,none,0.0,0.0,1.0000,0.0000,baseline_nominal
301,1,23.3728,0.002246,0.004186,0.003053,7.9044,8.603,0.01,medium,train,A_anomaly,large,deep,sphere,6.5297,-1.4644,1.0500,0.0000,varied
302,1,8.1814,0.007801,-0.003801,0.023964,0.9133,-7.368,0.02,low,train,A_anomaly,small,deep,ellipsoid,-0.9253,1.2837,1.1000,5.0000,varied
303,1,27.5015,0.024836,0.003048,0.043525,-6.2593,-2.794,0.03,high,val,A_anomaly,large,right,ellipsoid,3.6352,-1.9415,1.0500,0.0000,varied
304,1,7.0837,0.025948,-0.047459,-0.014509,2.05,7.8062,0.01,high,train,A_anomaly,small,boundary,sphere,-4.5877,-2.7223,1.0000,10.0000,varied
305,1,21.5517,0.008383,0.00047,-0.0079,9.6207,-1.1128,0.02,high,train,A_anomaly,large,deep,sphere,-0.5731,3.1347,1.0000,-5.0000,varied
306,1,12.9008,0.01092,-0.004222,-0.00103,9.944,-3.1049,0.03,high,train,A_anomaly,medium,deep,ellipsoid,11.3183,9.0761,1.1000,-5.0000,varied
307,1,13.2063,-0.001953,-0.002311,0.038229,-0.2347,-1.477,0.01,low,train,A_anomaly,medium,deep,ellipsoid,8.7682,-14.3083,1.1000,15.0000,varied
308,1,8.9223,-0.015111,-0.037384,0.014084,1.0743,-5.357,0.02,high,train,A_anomaly,small,boundary,sphere,-11.578,-12.6322,1.0500,-10.0000,varied
309,1,27.8795,0.043403,0.018442,-0.001663,-4.6042,-6.3907,0.03,medium,val,A_anomaly,large,right,sphere,-5.9175,4.9514,1.0000,0.0000,varied
310,1,18.1852,0.004046,0.011394,0.011045,-8.7853,3.2042,0.01,medium,val,A_anomaly,medium,deep,ellipsoid,8.4808,-5.6142,1.0000,10.0000,varied
311,1,24.5454,-0.047384,0.018932,-0.005589,-4.1124,-1.434,0.02,high,train,A_anomaly,large,boundary,ellipsoid,-9.313,3.4634,0.9000,5.0000,varied
312,1,6.0836,-0.001951,-0.002057,-0.032972,-1.2779,3.6901,0.03,high,test,A_anomaly,small,deep,ellipsoid,10.9844,3.6203,1.0500,10.0000,varied
313,1,5.8277,0.001203,0.008661,0.011793,7.3917,-6.552,0.01,medium,test,A_anomaly,small,deep,ellipsoid,13.3874,1.8257,1.0000,-5.0000,varied
314,1,9.5844,0.035599,-0.014097,0.039649,4.559,-4.7904,0.02,low,train,A_anomaly,small,right,sphere,12.54,9.8207,1.0000,0.0000,baseline_nominal
315,1,16.1668,-0.040229,-0.022459,-0.025809,-7.7503,9.6346,0.03,high,train,A_anomaly,medium,left,sphere,14.907,-2.3072,0.9000,-10.0000,varied
316,1,28.3057,-0.023909,0.012177,-0.058379,-0.7255,-6.3808,0.01,low,train,A_anomaly,large,left,ellipsoid,-9.3087,6.6207,1.0000,0.0000,baseline_nominal
317,1,13.0435,-0.008078,-0.05385,0.01228,1.1929,3.564,0.02,medium,train,A_anomaly,medium,boundary,sphere,-9.3646,6.244,0.9500,15.0000,varied
318,1,7.9336,-0.003836,-0.005193,-0.035552,-9.5151,4.9239,0.03,high,test,A_anomaly,small,deep,sphere,-2.8324,-8.4529,1.0500,5.0000,varied
319,1,9.9922,0.047045,-0.021372,-0.068027,-0.8256,3.1943,0.01,high,train,A_anomaly,small,right,sphere,-0.7327,14.863,1.0500,5.0000,varied
320,1,8.5718,-0.002058,0.054861,-0.015889,-9.5675,-8.4578,0.02,medium,train,A_anomaly,small,boundary,sphere,6.2524,3.6839,1.0000,-5.0000,varied
321,1,9.4297,0.048271,0.025718,-0.040373,8.1511,7.6814,0.03,medium,train,A_anomaly,small,boundary,sphere,7.5865,0.8003,0.9500,10.0000,varied
322,1,24.1257,0.027773,0.034308,-0.053329,-6.0159,-7.8516,0.01,high,test,A_anomaly,large,boundary,ellipsoid,-14.4776,2.3384,0.9000,0.0000,varied
323,1,9.8669,0.041192,0.034229,0.060077,9.9798,2.8813,0.02,medium,train,A_anomaly,small,boundary,sphere,14.2798,2.3685,1.0000,-15.0000,varied
324,1,10.6032,-0.040709,-0.003585,-0.026259,-5.1252,1.9815,0.03,medium,train,A_anomaly,medium,boundary,sphere,0.8452,13.2474,0.9500,-5.0000,varied
325,1,29.2773,0.049337,-0.003922,0.025629,5.9952,5.8077,0.01,low,train,A_anomaly,large,right,sphere,5.7411,7.8059,1.0000,0.0000,baseline_nominal
326,1,15.1952,0.008477,5.9e-05,-0.0464,-5.1564,-1.2927,0.02,low,train,A_anomaly,medium,deep,sphere,12.6516,3.7342,1.0000,0.0000,baseline_nominal
327,1,7.2398,0.005383,-0.005189,-0.003591,-9.4206,-2.5219,0.03,medium,val,A_anomaly,small,deep,sphere,6.4437,5.3925,1.1000,10.0000,varied
328,1,12.426,-0.001417,0.041284,0.055443,8.3762,9.6072,0.01,high,train,A_anomaly,medium,boundary,ellipsoid,7.3601,9.9566,1.0000,-5.0000,varied
329,1,7.8691,-0.036316,-0.025762,0.050212,-0.2834,-3.7726,0.02,high,train,A_anomaly,small,left,sphere,7.4977,-1.0447,1.0000,-10.0000,varied
330,1,7.4789,-0.007589,0.00862,-0.048822,2.6241,3.2139,0.03,medium,train,A_anomaly,small,deep,sphere,7.5595,13.0015,1.0000,5.0000,varied
331,1,9.7334,0.037713,0.033668,-0.049278,8.7396,6.7574,0.01,low,test,A_anomaly,small,boundary,ellipsoid,11.6903,3.2641,1.0500,15.0000,varied
332,1,19.1817,0.003724,-0.044123,0.068806,6.3308,-7.5078,0.02,low,train,A_anomaly,medium,boundary,sphere,-8.9522,8.8969,1.0500,0.0000,varied
333,1,25.4329,-0.024487,-0.028987,-0.023753,-7.9094,-8.0512,0.03,low,train,A_anomaly,large,left,sphere,-3.9383,-13.5509,1.0500,15.0000,varied
334,1,6.1907,-0.01122,-0.009018,-0.032945,5.9867,-7.8694,0.01,medium,train,A_anomaly,small,deep,sphere,-6.294,9.6914,1.1000,-10.0000,varied
335,1,27.6052,0.051964,0.006995,0.023412,5.7481,-1.0026,0.02,low,train,A_anomaly,large,boundary,sphere,-1.3695,6.8149,0.9000,-10.0000,varied
336,1,14.404,0.04638,-0.00104,-0.037747,2.9508,6.7821,0.03,medium,train,A_anomaly,medium,right,sphere,13.6162,-4.8391,1.0500,-5.0000,varied
337,1,27.9991,0.027631,0.03988,-0.072049,-3.2086,-2.2317,0.01,low,train,A_anomaly,large,boundary,sphere,1.3601,-8.099,1.0000,-5.0000,varied
338,1,5.5877,0.001498,0.000388,-0.0045,-8.0943,-0.4247,0.02,low,train,A_anomaly,small,deep,sphere,5.2727,-10.9713,0.9000,5.0000,varied
339,1,16.3775,-0.007881,-0.005474,0.002266,-7.6292,5.1646,0.03,high,train,A_anomaly,medium,deep,ellipsoid,14.4729,-14.255,1.0500,-5.0000,varied
340,1,22.8142,0.04901,0.002603,-0.021954,-3.245,-7.6696,0.01,low,train,A_anomaly,large,right,sphere,-0.1874,-7.1609,1.0500,-10.0000,varied
341,1,12.6517,-0.017573,0.013792,0.061524,-8.403,-9.3178,0.02,medium,train,A_anomaly,medium,left,sphere,9.5116,9.2747,0.9000,-10.0000,varied
342,1,5.3252,0.017824,-0.036492,0.012294,-1.3493,-2.4756,0.03,medium,train,A_anomaly,small,boundary,sphere,13.0284,-5.3727,0.9500,-5.0000,varied
343,1,20.7506,0.003504,0.003751,-0.007997,8.6366,-7.8285,0.01,low,val,A_anomaly,large,deep,ellipsoid,-7.8295,12.6366,1.0000,-5.0000,varied
344,1,23.1389,0.006465,-0.004724,-0.048156,1.518,-0.1475,0.02,low,train,A_anomaly,large,deep,sphere,-8.2561,-4.9792,0.9000,-15.0000,varied
345,1,13.7093,-0.026729,-0.000201,0.014291,4.2108,-0.9722,0.03,medium,val,A_anomaly,medium,left,ellipsoid,-7.6745,-0.1576,0.9500,-5.0000,varied
346,1,7.9681,-0.011782,-0.007545,-0.005654,-9.6332,2.6626,0.01,low,test,A_anomaly,small,deep,sphere,13.5211,5.0463,1.1000,-10.0000,varied
347,1,6.3323,-0.005096,0.009127,0.025641,1.172,-8.62,0.02,low,train,A_anomaly,small,deep,ellipsoid,5.0089,8.1281,1.0000,0.0000,baseline_nominal
348,1,22.7286,-0.002777,-0.004033,0.04736,1.4021,5.9594,0.03,low,val,A_anomaly,large,deep,ellipsoid,-1.6108,7.9002,1.0500,-5.0000,varied
349,1,12.1405,-0.01602,-0.001385,-0.036933,6.0545,9.8091,0.01,medium,test,A_anomaly,medium,left,ellipsoid,12.459,-5.8725,0.9000,-15.0000,varied
350,1,7.1607,-0.024931,0.023685,-0.030344,-0.6253,3.2207,0.02,medium,train,A_anomaly,small,left,sphere,3.6599,-14.023,1.1000,15.0000,varied
351,1,20.1127,-0.008268,0.039273,0.050975,9.5787,9.7468,0.03,high,test,A_anomaly,large,boundary,sphere,-3.7315,-10.1121,1.0000,-10.0000,varied
352,1,18.7293,0.034659,-0.016095,-0.055886,-7.6094,2.865,0.01,low,train,A_anomaly,medium,right,sphere,11.5324,-8.8148,0.9500,15.0000,varied
353,1,24.3618,0.024205,0.018939,0.025321,-8.2248,5.0136,0.02,medium,test,A_anomaly,large,right,ellipsoid,7.2416,-5.844,1.0500,-10.0000,varied
354,1,8.6574,-0.031382,0.01279,0.042007,9.0755,-0.1048,0.03,high,val,A_anomaly,small,left,ellipsoid,8.9998,2.4709,1.1000,15.0000,varied
355,1,22.3123,0.030823,0.0265,-0.050467,2.5756,-6.0133,0.01,medium,train,A_anomaly,large,right,sphere,6.6386,11.0458,1.1000,-5.0000,varied
356,1,24.8697,-0.041831,0.013788,0.001078,-5.3036,-7.8888,0.02,medium,train,A_anomaly,large,left,sphere,-0.1413,-4.6729,0.9000,-5.0000,varied
